3/2/2017 17:11		2782		0.8715365,0.04471533,1.780277		0.8777934,0.3531295,1.776433		0.8795642,0.6500567,1.7616		0.8316327,0.753022,1.815312		0.862591,0.5594623,1.914715		0.848353,0.2925778,1.918288		0.804247,0.03220095,1.90055		0.7921321,-0.05482743,1.893432		0.9093973,0.499614,1.657074		0.949414,0.3221267,1.554398		0.8820949,0.06590059,1.526502		0.8645778,-0.02175714,1.541129		0.8446791,0.03983853,1.792006		0.8887789,-0.3599878,1.786099		0.9476796,-0.7033004,1.75082		0.8829865,-0.7717406,1.735881		0.8669759,0.04826374,1.704988		0.9085948,-0.3203835,1.620294		0.9600818,-0.6818667,1.617337		0.90469,-0.7571292,1.59289		0.8799234,0.5775353,1.767143		0.7903789,-0.1056863,1.891748		0.7955607,-0.04077314,1.846658		0.841011,-0.09146023,1.545251		0.9326301,-0.03256304,1.536116
3/2/2017 17:11		2783		0.8711443,0.04404033,1.77994		0.8778233,0.353058,1.77632		0.8797914,0.6501441,1.761527		0.8319272,0.7529787,1.815299		0.8513095,0.5409648,1.905527		0.8370942,0.27415,1.909032		0.8005,0.01268438,1.899694		0.7923877,-0.05471051,1.893921		0.9093419,0.499689,1.656974		0.9493369,0.3220426,1.554348		0.8820913,0.06578657,1.526611		0.8653249,-0.02184287,1.54191		0.8433248,0.03904759,1.791714		0.8888821,-0.3595552,1.784648		0.9476224,-0.7032671,1.750837		0.8827838,-0.7720712,1.73654		0.8672585,0.04739096,1.704478		0.9084935,-0.3204144,1.620306		0.9601696,-0.6817561,1.617168		0.9045333,-0.7572075,1.592752		0.8800849,0.5775719,1.767061		0.7943379,-0.1075531,1.897298		0.7958226,-0.04014579,1.845893		0.8409213,-0.09079308,1.544616		0.9326646,-0.03359733,1.536277
3/2/2017 17:11		2784		0.8708296,0.0435086,1.779837		0.8778006,0.3527899,1.776176		0.8799034,0.649936,1.761388		0.8324603,0.752978,1.815125		0.8492873,0.5371788,1.903957		0.8350756,0.27038,1.907448		0.8021548,0.008519582,1.900439		0.7918559,-0.04041898,1.894227		0.9093,0.4996835,1.656899		0.9491782,0.3221783,1.55435		0.8818298,0.0659456,1.526628		0.8646761,-0.02213239,1.542251		0.8422196,0.03850842,1.791905		0.8885323,-0.3598422,1.785433		0.9475656,-0.7033088,1.750853		0.882708,-0.7721434,1.736632		0.8675459,0.04657709,1.704071		0.9084541,-0.3206117,1.620321		0.9600676,-0.6819859,1.617369		0.9047393,-0.7572466,1.592753		0.8801747,0.5773544,1.76692		0.7841623,-0.1018548,1.893632		0.7950325,-0.04498895,1.844884		0.8406501,-0.0936863,1.547073		0.9316434,-0.03577879,1.536353
3/2/2017 17:11		2785		0.8698902,0.04227705,1.77854		0.8777092,0.3527773,1.77568		0.8802364,0.6506757,1.761289		0.8327813,0.7536649,1.81526		0.8477626,0.5357809,1.903327		0.8335572,0.2689866,1.906811		0.7993087,0.007313348,1.901848		0.7893286,-0.0409022,1.894577		0.9084758,0.4999889,1.656621		0.9483439,0.3225123,1.554398		0.8804203,0.06640796,1.526821		0.8617726,-0.02215799,1.543302		0.8401554,0.03743664,1.790683		0.8859812,-0.3613225,1.787369		0.947099,-0.7035114,1.750043		0.8826032,-0.7722036,1.736364		0.8678322,0.045303,1.702654		0.9078913,-0.3207112,1.619705		0.9603022,-0.681465,1.616866		0.9044673,-0.7570435,1.592616		0.8804142,0.5778927,1.766718		0.7817172,-0.1023396,1.893222		0.7930942,-0.0436098,1.846366		0.8382634,-0.09418854,1.54758		0.9296209,-0.03253973,1.537569
3/2/2017 17:11		2786		0.869545,0.04235017,1.778525		0.8775064,0.3530483,1.775671		0.8801245,0.6513189,1.761432		0.8326338,0.7540432,1.815916		0.8473735,0.5359703,1.903316		0.8331709,0.2691742,1.906799		0.799134,0.007470611,1.901579		0.7877594,-0.04100513,1.896192		0.9082006,0.5001452,1.656837		0.9479151,0.3225273,1.554588		0.8799318,0.06643828,1.527006		0.8618756,-0.02224441,1.543909		0.8395571,0.03742169,1.790592		0.8856499,-0.3614696,1.787567		0.9471002,-0.7036996,1.749928		0.882621,-0.7723497,1.736692		0.8677159,0.04543097,1.70269		0.9077754,-0.320869,1.619918		0.9604155,-0.6814106,1.616649		0.9043963,-0.7570912,1.592445		0.8802856,0.5784223,1.766808		0.7793303,-0.1017084,1.893443		0.789545,-0.05045227,1.850067		0.8389921,-0.09375584,1.547262		0.9294298,-0.0307056,1.538586
3/2/2017 17:11		2787		0.8691335,0.04207527,1.778495		0.8771631,0.3529415,1.775788		0.8796967,0.6513153,1.761886		0.8324853,0.7542269,1.816183		0.8462962,0.5354769,1.90377		0.832101,0.2686838,1.907248		0.7963435,0.007178389,1.901695		0.7851,-0.05723521,1.896855		0.9072568,0.5004466,1.657673		0.9470894,0.3219917,1.55515		0.8789349,0.0659638,1.527369		0.8612506,-0.02284493,1.543899		0.838886,0.0370999,1.790608		0.885217,-0.3618039,1.787901		0.9470664,-0.7039233,1.749813		0.8826808,-0.7722554,1.736623		0.8675941,0.04527248,1.702654		0.9071909,-0.3241169,1.622671		0.960391,-0.6813928,1.616652		0.9043901,-0.7572587,1.592343		0.8799073,0.5783951,1.767147		0.7856787,-0.1064614,1.897931		0.7979226,-0.09515958,1.87825		0.8371605,-0.09451339,1.548057		0.929145,-0.03346312,1.537883
3/2/2017 17:11		2787		0.8682603,0.04158941,1.778198		0.8764647,0.3525556,1.775895		0.8789787,0.6508746,1.762567		0.8322401,0.7543523,1.816632		0.8449036,0.5343955,1.90443		0.8307175,0.2676095,1.907899		0.7949237,0.006109375,1.902026		0.7843551,-0.05710161,1.8957		0.90672,0.5004848,1.65794		0.9461741,0.3215774,1.555626		0.8780213,0.06555454,1.52781		0.8588468,-0.02263613,1.545121		0.8376371,0.03660882,1.790327		0.8845176,-0.3621463,1.788244		0.9469392,-0.7039736,1.749786		0.8827301,-0.7720003,1.736445		0.8671869,0.04489597,1.702397		0.9070407,-0.3241784,1.622535		0.9604118,-0.6813227,1.616696		0.9043369,-0.7572776,1.592358		0.8792297,0.577992,1.767651		0.7924414,-0.1091663,1.903304		0.8034001,-0.1016378,1.882378		0.8348198,-0.09412223,1.549489		0.9223961,-0.04208848,1.536211
3/2/2017 17:11		2788		0.8663344,0.0409778,1.778312		0.8747377,0.3523242,1.776688		0.8772543,0.6509903,1.764473		0.8301432,0.7544652,1.818468		0.842593,0.533914,1.906055		0.8284255,0.2671333,1.909513		0.7940568,0.005434469,1.899225		0.7804415,-0.04615278,1.898767		0.9040377,0.5009056,1.659688		0.9439279,0.3216904,1.557222		0.8748827,0.06589567,1.529374		0.8571354,-0.0223744,1.546225		0.8354355,0.03601573,1.790548		0.8828484,-0.3626266,1.789837		0.9468139,-0.7042754,1.749687		0.8826174,-0.7713237,1.735455		0.8658492,0.04438073,1.702415		0.9067029,-0.3246548,1.622884		0.9603661,-0.6814505,1.61786		0.9043875,-0.7572221,1.592526		0.8775324,0.578022,1.769244		0.7851707,-0.1099145,1.895707		0.7933868,-0.09288044,1.873436		0.832643,-0.09127026,1.548623		0.9222037,-0.04093949,1.539135
3/2/2017 17:11		2789		0.8651175,0.04058801,1.778977		0.8732693,0.3519548,1.777595		0.875653,0.6506481,1.765684		0.8287621,0.7537432,1.820694		0.8406662,0.5332589,1.907142		0.8265131,0.2664832,1.910591		0.790598,0.004972058,1.900388		0.779311,-0.05676398,1.899048		0.901804,0.5008221,1.661157		0.94217,0.3215322,1.55848		0.8727102,0.06582775,1.530864		0.854537,-0.02224123,1.548398		0.8342734,0.03536065,1.791082		0.8820486,-0.3624938,1.79051		0.9466469,-0.7043127,1.749785		0.8825983,-0.7713157,1.735477		0.864695,0.04428254,1.703203		0.9065714,-0.3245652,1.622865		0.960262,-0.6812534,1.617992		0.9042741,-0.7571583,1.592757		0.875963,0.577678,1.770396		0.790054,-0.1137265,1.897085		0.7957415,-0.1035782,1.884167		0.8295481,-0.09104756,1.550066		0.9171289,-0.04604175,1.540719
3/2/2017 17:11		2790		0.8638636,0.04016289,1.779715		0.870823,0.3516188,1.779279		0.8717834,0.6505272,1.768734		0.8260318,0.7525272,1.823178		0.8365436,0.5328068,1.909954		0.8224241,0.2660375,1.913385		0.7886512,0.004289034,1.90137		0.776004,-0.05869132,1.901104		0.9002175,0.5005686,1.662331		0.9403158,0.3217287,1.560226		0.8711449,0.06597251,1.532368		0.8528591,-0.02259387,1.550988		0.8326294,0.03501979,1.791987		0.8812323,-0.3627353,1.791078		0.9465554,-0.7042568,1.749933		0.8827004,-0.7714558,1.735801		0.8638946,0.04384182,1.703768		0.9061214,-0.3244452,1.622837		0.9600751,-0.6812929,1.618455		0.9042759,-0.7571329,1.593066		0.8724737,0.5774984,1.773093		0.7834935,-0.1122371,1.897309		0.7792056,-0.04523278,1.853273		0.8292211,-0.09224282,1.550637		0.9155088,-0.04912752,1.54172
